cluster	proteomes_count	UP000827084	UP000241824	UP001805215	UP000426033	UP001064402	UP001251091	UP000663399
UPI0018E81C26	6	1	0	1	1	1	1	1
UPI0018E7CEBD	6	1	0	1	1	1	1	1
UPI0018E7CDD0	6	1	0	1	1	1	1	1
UPI0018E7CB88	6	1	1	1	1	1	0	1
UPI0018E7B3D4	6	1	1	1	0	1	1	1
UPI0018E79CE6	6	1	0	1	1	1	1	1
UPI0018E75B4C	6	1	0	1	1	1	1	1
UPI00166B5FDE	6	1	0	1	1	1	1	1
UPI00166A7D48	6	1	0	1	1	1	1	1
UPI001665242A	6	1	0	1	1	1	1	1
UPI001664C0A5	6	1	1	1	1	0	1	1
UPI001353F328	6	1	0	1	1	1	1	1
UPI000FE2589B	6	1	1	0	1	1	1	1
UPI000FE219C7	6	1	0	1	1	1	1	1
UPI000FE21872	6	1	0	1	1	1	1	1
UPI000FE1F2F1	6	1	0	1	1	1	1	1
UPI000FE1EEA9	6	1	0	1	1	1	1	1
UPI000FE1D1DC	6	1	0	1	1	1	1	1
UPI000D22B6C1	6	1	1	1	1	0	1	1
UPI000D2271AF	6	1	1	1	1	0	1	1
UPI000D21A424	6	1	1	1	1	0	1	1
UPI000D216B73	6	1	1	0	1	1	1	1
UPI000D215861	6	1	1	1	0	1	1	1
UPI000D214F5B	6	1	1	1	1	0	1	1
UPI000D21112C	6	1	1	1	1	0	1	1
UPI000D210A51	6	1	1	1	1	0	1	1
UPI000D20CAD6	6	1	1	0	1	1	1	1
UPI000D20B3DC	6	1	1	1	1	0	1	1
UPI000D2018EB	6	1	1	0	1	1	1	1
UPI000D1FEE6A	6	1	1	1	1	1	0	1
UPI000B227E8C	6	1	0	1	1	1	1	1
UPI0009EDE958	6	1	0	1	1	1	1	1
UPI0009EDBCC7	6	1	0	1	1	1	1	1
UPI0009ED5D27	6	1	0	1	1	1	1	1
UPI00077CD239	6	1	0	1	1	1	1	1
UPI00077CCDF4	6	1	0	1	1	1	1	1
UPI00077CC925	6	1	1	1	0	1	1	1
UPI00077CC758	6	1	0	1	1	1	1	1
UPI00077CC036	6	1	0	1	1	1	1	1
UPI00077CB896	6	1	1	0	1	1	1	1
UPI00077CB580	6	1	0	1	1	1	1	1
UPI00077CB2DC	6	1	1	1	1	1	0	1
UPI00077CB202	6	1	1	1	1	0	1	1
UPI00077CAC85	6	1	1	1	0	1	1	1
UPI00077CA7C0	6	1	1	1	1	0	1	1
UPI00077CA2E7	6	1	1	1	1	0	1	1
UPI00077CA296	6	1	1	0	1	1	1	1
UPI00077C954F	6	1	1	1	0	1	1	1
UPI00077C9345	6	1	1	1	1	0	1	1
UPI00077C91CB	6	1	0	1	1	1	1	1
UPI00077C8F23	6	1	1	0	1	1	1	1
UPI00077C80CE	6	1	1	0	1	1	1	1
UPI00077C7CC4	6	1	1	1	1	0	1	1
UPI00077C7649	6	1	1	1	1	1	0	1
UPI00077C5D02	6	1	1	1	1	0	1	1
UPI00077C523E	6	1	0	1	1	1	1	1
UPI00077C4A01	6	1	0	1	1	1	1	1
UPI00077C45F4	6	1	0	1	1	1	1	1
UPI00077C4218	6	1	1	1	1	1	0	1
UPI00077C4202	6	0	1	1	1	1	1	1
UPI00077C3939	6	1	0	1	1	1	1	1
UPI00077C372D	6	1	1	0	1	1	1	1
UPI00077C2FC8	6	1	0	1	1	1	1	1
UPI00077C2C06	6	1	1	1	1	0	1	1
UPI00077C2993	6	1	1	0	1	1	1	1
UPI00077C25FC	6	1	1	0	1	1	1	1
UPI00077C1B28	6	1	1	1	1	0	1	1
UPI00077C1ADA	6	1	1	1	1	0	1	1
UPI00077C1A71	6	1	1	0	1	1	1	1
UPI00077C13C4	6	1	1	1	1	0	1	1
UPI00077C1373	6	1	0	1	1	1	1	1
UPI00077C125A	6	1	1	0	1	1	1	1
UPI00077C11DE	6	1	1	1	1	0	1	1
UPI00059E9228	6	1	1	1	1	1	0	1
UPI00046B06D3	6	1	1	1	1	0	1	1
UPI00046B04FA	6	1	1	1	0	1	1	1
UPI00046AF79C	6	1	0	1	1	1	1	1
UPI00046ADCB8	6	1	1	1	0	1	1	1
UPI00046AD3E3	6	1	1	1	1	1	0	1
UPI00046ACEF3	6	1	1	1	1	0	1	1
UPI00046ABD91	6	1	0	1	1	1	1	1
UPI00046AB975	6	1	1	1	1	0	1	1
UPI00046AAE55	6	1	1	1	1	1	0	1
UPI00046AACC6	6	1	1	1	1	1	0	1
UPI00046AA988	6	1	1	1	1	0	1	1
UPI00046A8134	6	1	1	1	0	1	1	1
UPI00046A7AD7	6	1	0	1	1	1	1	1
UPI00046A792D	6	1	1	0	1	1	1	1
UPI00046A5B90	6	1	1	1	1	0	1	1
UPI00046A5905	6	1	0	1	1	1	1	1
UPI00046A4FC3	6	1	0	1	1	1	1	1
UPI00046A4617	6	1	1	1	1	0	1	1
UPI00046A42B3	6	1	0	1	1	1	1	1
UPI00046A3F27	6	1	1	1	1	0	1	1
UPI00046A2466	6	1	1	0	1	1	1	1
UPI00046A1FBF	6	1	0	1	1	1	1	1
UPI00046A1920	6	1	0	1	1	1	1	1
UPI00046A0E54	6	1	0	1	1	1	1	1
UPI000469FCBF	6	1	1	1	1	0	1	1
UPI000469F9DC	6	1	1	1	1	0	1	1
UPI000469EE12	6	1	1	0	1	1	1	1
UPI000469E808	6	1	1	1	1	1	0	1
UPI000469E412	6	1	1	1	0	1	1	1
UPI000469DCB1	6	1	0	1	1	1	1	1
UPI000469D9C7	6	1	1	0	1	1	1	1
UPI000469CA44	6	1	0	1	1	1	1	1
UPI000469C141	6	1	1	1	0	1	1	1
UPI000469C0D9	6	1	0	1	1	1	1	1
UPI000469B995	6	1	0	1	1	1	1	1
UPI000469B911	6	1	1	1	1	0	1	1
UPI000469B21D	6	1	1	1	1	0	1	1
UPI000469B08C	6	1	0	1	1	1	1	1
UPI000469B010	6	1	0	1	1	1	1	1
UPI000469AEF1	6	1	1	1	1	0	1	1
UPI000469A2D0	6	1	0	1	1	1	1	1
UPI000469A1AF	6	1	1	0	1	1	1	1
UPI0004699885	6	1	0	1	1	1	1	1
UPI0004698633	6	1	0	1	1	1	1	1
UPI0004698176	6	1	1	1	1	0	1	1
UPI0004697F19	6	1	1	1	0	1	1	1
UPI00046974F6	6	1	1	1	0	1	1	1
UPI00046956A2	6	1	1	1	1	0	1	1
UPI00046953C4	6	1	1	0	1	1	1	1
UPI00046948E9	6	1	1	1	1	0	1	1
UPI00046943B4	6	1	1	0	1	1	1	1
UPI00046942F3	6	1	0	1	1	1	1	1
UPI0004693F95	6	1	0	1	1	1	1	1
UPI0004693C13	6	1	0	1	1	1	1	1
UPI0004693767	6	1	1	1	1	0	1	1
UPI00046928D0	6	1	0	1	1	1	1	1
UPI00046925F1	6	1	1	0	1	1	1	1
UPI00046923E3	6	1	1	1	1	0	1	1
UPI00046911DE	6	1	1	1	0	1	1	1
UPI000469012E	6	1	1	1	1	0	1	1
UPI000468FB2A	6	1	1	1	1	0	1	1
UPI000468F9A6	6	1	1	1	1	1	0	1
UPI000468F400	6	1	1	0	1	1	1	1
UPI000468F08D	6	1	0	1	1	1	1	1
UPI000468EC4B	6	1	1	1	1	0	1	1
UPI000468EC26	6	1	1	1	1	0	1	1
UPI000468D670	6	1	0	1	1	1	1	1
UPI000468B7BE	6	1	1	0	1	1	1	1
UPI000468B4E2	6	1	1	0	1	1	1	1
UPI000468AE2C	6	1	0	1	1	1	1	1
UPI0004688C81	6	1	1	1	1	0	1	1
UPI000468877B	6	1	0	1	1	1	1	1
UPI0004688637	6	1	1	1	1	0	1	1
UPI000468831A	6	1	1	1	1	0	1	1
UPI000468814E	6	1	0	1	1	1	1	1
UPI0004687E44	6	1	1	1	1	0	1	1
UPI0004687BEA	6	1	1	1	1	0	1	1
UPI0004687540	6	1	1	1	1	0	1	1
UPI0004686E7C	6	1	0	1	1	1	1	1
UPI0004686455	6	1	0	1	1	1	1	1
UPI0004685C4A	6	1	0	1	1	1	1	1
UPI0004685B86	6	1	0	1	1	1	1	1
UPI00046855DE	6	1	1	1	1	1	0	1
UPI0004685320	6	1	1	1	1	0	1	1
UPI000468499E	6	1	0	1	1	1	1	1
UPI0004684599	6	1	1	1	1	1	0	1
UPI0004683F81	6	1	1	1	1	1	0	1
UPI0004683E7D	6	1	1	1	1	0	1	1
UPI0004683B0E	6	1	0	1	1	1	1	1
UPI00046839B0	6	1	0	1	1	1	1	1
UPI0004682EC6	6	1	1	0	1	1	1	1
UPI0004682DF0	6	1	1	1	1	0	1	1
UPI0004682AB0	6	1	0	1	1	1	1	1
UPI0004682617	6	1	0	1	1	1	1	1
UPI00046824A7	6	1	1	1	1	1	0	1
UPI0004681F03	6	1	0	1	1	1	1	1
UPI0004681D3A	6	1	1	0	1	1	1	1
UPI0004680CCF	6	1	0	1	1	1	1	1
UPI000468060A	6	1	1	1	1	0	1	1
UPI000467F6BE	6	1	0	1	1	1	1	1
UPI000467F5B1	6	1	1	1	1	0	1	1
UPI000467EE1D	6	1	1	1	0	1	1	1
UPI000467ED50	6	1	0	1	1	1	1	1
UPI000305FFC4	6	1	0	1	1	1	1	1
UPI000300CEB2	6	1	1	1	1	0	1	1
UPI0002F81B40	6	1	1	1	1	0	1	1
UPI0002EAB1B3	6	1	1	1	1	1	0	1
UPI0001F5AE60	6	1	0	1	1	1	1	1
UPI0001F5AAC9	6	1	1	1	1	1	1	0
UPI0001F5A0FE	6	1	0	1	1	1	1	1
UPI0001F59FA2	6	1	0	1	1	1	1	1
UPI0001F59D18	6	1	0	1	1	1	1	1
UPI0001F59BBE	6	1	1	1	1	1	0	1
UPI0001E11236	6	1	1	0	1	1	1	1
UPI000150258E	6	1	1	1	1	0	1	1
UPI0000F0C59D	6	1	1	0	1	1	1	1
UPI0000F0C3F5	6	1	1	1	1	0	1	1
UPI0000F0C1C9	6	1	0	1	1	1	1	1
UPI0000F0BB99	6	1	0	1	1	1	1	1
UPI0000F0BB92	6	1	1	1	1	0	1	1
UPI0000F0B9A8	6	1	1	1	1	0	1	1
UPI0000F0B3FD	6	1	1	1	0	1	1	1
UPI0000F0B2C8	6	1	0	1	1	1	1	1
UPI0000F0B2B1	6	1	0	1	1	1	1	1
UPI0000F0B147	6	1	0	1	1	1	1	1
UPI0000F0ABBB	6	1	1	0	1	1	1	1
UPI0000F0A759	6	1	0	1	1	1	1	1
UPI0000F0A6AA	6	1	1	1	0	1	1	1
UPI0000ECFB2F	6	1	1	1	0	1	1	1
UPI0000ECFAFA	6	1	1	1	1	0	1	1
UPI0000ECFAEE	6	1	1	1	1	0	1	1
UPI00005FDEDB	6	1	0	1	1	1	1	1
UPI00005FDEC8	6	1	0	1	1	1	1	1
UPI00005FDE9F	6	1	1	1	0	1	1	1
UPI00005FDD8D	6	1	0	1	1	1	1	1
UPI00005FDD8B	6	1	0	1	1	1	1	1
UPI00005FDB0C	6	1	1	2	0	1	1	1
UPI00005FDB09	6	1	1	2	0	1	1	1
UPI00005FD9E2	6	1	1	0	1	1	1	1
UPI00005FD9DA	6	1	1	0	1	1	1	1
UPI00005FD9BE	6	1	0	1	1	1	1	1
UPI00005FD501	6	1	1	1	1	0	1	1
UPI00005FD500	6	1	1	1	1	0	1	1
UPI00005FD4FE	6	1	1	1	1	0	1	1
UPI00005FD4FA	6	1	1	1	1	0	1	1
UPI00005FD355	6	1	0	1	1	1	1	1
UPI00005FD0C0	6	1	0	1	1	1	1	1
UPI00005FCE32	6	1	1	1	1	0	1	1
UPI00005FCB3C	6	1	1	1	1	0	1	1
UPI00005FC924	6	1	0	1	1	1	1	1
UPI00005FC710	6	1	1	1	0	1	1	1
UPI00005FC487	6	1	1	1	1	0	1	1
UPI00005FC372	6	1	1	1	1	1	0	1
UPI00005FC2FE	6	1	1	1	1	0	1	1
UPI00005FC2F1	6	1	1	1	0	1	1	1
UPI00005FBE47	6	1	1	1	1	0	1	1
UPI00005FBE46	6	1	1	1	1	0	1	1
UPI00005FBE43	6	1	1	1	1	0	1	1
UPI00005FBDB7	6	1	0	1	1	1	1	1
UPI00005FBD04	6	1	0	1	1	1	1	1
UPI00005FBCFF	6	1	0	1	1	1	1	1
UPI00005FBCF9	6	1	0	1	1	1	1	1
UPI00005FBCB9	6	1	0	1	1	1	1	1
UPI00005FBCB7	6	1	0	1	1	1	1	1
UPI00005FB330	6	1	0	1	1	1	1	1
UPI00005FB32A	6	1	0	1	1	1	1	1
UPI00005FB316	6	1	0	1	1	1	1	1
UPI00005FB2E8	6	1	1	1	0	1	1	1
UPI00005FB2DD	6	1	0	1	1	1	1	1
UPI00005FB160	6	1	0	1	1	1	1	1
UPI00005FB15F	6	1	0	1	1	1	1	1
UPI00005D14E6	6	1	1	1	1	0	1	1
UPI00005D14D1	6	1	1	0	1	1	1	1
UPI00005D14BA	6	1	1	1	1	0	1	1
UPI00005D14AD	6	1	0	1	1	1	1	1
UPI00005D1442	6	1	1	1	1	0	1	1
UPI00005D12A1	6	1	1	1	1	0	1	1
UPI00005D12A0	6	1	1	1	1	1	0	1
UPI00005D1288	6	1	0	1	1	1	1	1
UPI00005D1261	6	1	0	1	1	1	1	1
UPI00005D125F	6	1	0	1	1	1	1	1
UPI00005D125C	6	1	1	1	1	0	1	1
UPI00005D11CF	6	1	0	1	1	1	1	1
UPI00005D10AF	6	1	1	1	1	0	1	1
UPI00005D106D	6	1	1	1	1	0	1	1
UPI00005D1068	6	1	0	1	1	1	1	1
UPI00005D1052	6	1	1	1	1	0	1	1
UPI00005D0FF1	6	1	0	1	1	1	1	1
UPI00005D0FC3	6	1	1	1	1	0	1	1
UPI00005D0F2E	6	1	0	1	1	1	1	1
UPI00005D0EDD	6	1	0	1	1	1	1	1
UPI00005D0E7A	6	1	1	0	1	1	1	1
UPI00005D0E53	6	1	0	1	1	1	1	1
UPI00005D0E47	6	1	1	1	1	0	1	1
UPI00005D0E46	6	1	1	1	1	0	1	1
UPI00005D0E45	6	1	1	1	1	0	1	1
UPI00005D0E2E	6	1	0	1	1	1	1	1
UPI00005D0E10	6	1	0	1	1	1	1	1
UPI00005D0E05	6	1	0	1	1	1	1	1
UPI00005D0DDF	6	1	0	1	1	1	1	1
UPI00005D0CE8	6	1	1	1	1	0	1	1
UPI00005D0C5A	6	1	1	1	1	0	1	1
UPI00005D0C53	6	1	1	1	1	0	1	1
UPI00005D0C52	6	1	1	1	1	0	1	1
UPI00005D0C37	6	1	0	1	1	1	1	1
UPI00005D0B56	6	1	0	1	1	1	1	1
UPI00005D0AA8	6	1	0	1	1	1	1	1
UPI00005D0AA5	6	1	0	1	1	1	1	1
UPI00005D0A87	6	1	0	1	1	1	1	1
UPI00005D0A6A	6	1	1	1	1	0	1	1
UPI00005D0A1C	6	1	0	1	1	1	1	1
UPI00005D09FC	6	1	0	1	1	1	1	1
UPI00005D0915	6	1	0	1	1	1	1	1
UPI00005D08B1	6	1	0	1	1	1	1	1
UPI00005D088C	6	1	1	1	1	0	1	1
UPI00005D0875	6	1	1	1	1	0	1	1
UPI00005D0873	6	1	1	1	1	0	1	1
UPI00005D0867	6	1	1	1	1	0	1	1
UPI00005D0858	6	1	1	1	1	0	1	1
UPI00005D0857	6	1	1	1	1	0	1	1
UPI00005D07F7	6	1	0	1	1	1	1	1
UPI00005D07CA	6	1	1	1	1	0	1	1
UPI00005D044E	6	1	0	1	1	1	1	1
UPI00005D03F9	6	1	0	1	1	1	1	1
UPI00005D02CD	6	1	1	0	1	1	1	1
UPI00005D023F	6	1	0	1	1	1	1	1
UPI00005D0177	6	1	0	1	1	1	1	1
UPI00005D0146	6	1	0	1	1	1	1	1
UPI00005CFFDC	6	1	0	1	1	1	1	1
UPI00005CFF35	6	1	0	1	1	1	1	1
UPI00005CFF25	6	1	1	1	1	0	1	1
UPI00005CFE4E	6	1	0	1	1	1	1	1
UPI00005CFDAC	6	1	1	0	1	1	1	1
UPI00005CFD9D	6	1	0	1	1	1	1	1
UPI00005CFD5D	6	1	0	1	1	1	1	1
UPI00005CFD17	6	1	0	1	1	1	1	1
UPI00005CFD0C	6	1	0	1	1	1	1	1
UPI00005CFCD4	6	1	0	1	1	1	1	1
UPI00005CFCD1	6	1	0	1	1	1	1	1
UPI00005CFCB3	6	1	1	1	1	0	1	1
UPI00005CFCB2	6	2	2	2	2	0	2	2
UPI00005CFCAA	6	1	1	1	1	0	1	1
UPI00005CFCA7	6	1	0	1	1	1	1	1
UPI00005CFC8D	6	1	1	1	1	0	1	1
UPI00005CFC6E	6	1	1	1	1	0	1	1
UPI00005CFC6D	6	1	1	1	1	0	1	1
UPI00005CFBF3	6	1	1	1	1	0	1	1
UPI00005CFBF0	6	1	1	1	1	0	1	1
UPI00005CFBE7	6	1	1	1	1	0	1	1
UPI00005CFBE5	6	1	1	1	1	0	1	1
UPI00005CFBDF	6	1	1	1	1	0	1	1
UPI00005CFBDE	6	1	1	1	1	0	1	1
UPI00005CFBDD	6	2	2	2	2	0	2	2
UPI00005CFBDC	6	1	1	1	1	0	1	1
UPI00005CFBD5	6	1	1	1	1	0	1	1
UPI00005CFBD4	6	1	1	1	1	0	1	1
UPI00005CFBD3	6	1	1	1	1	0	1	1
UPI00005CFAE8	6	1	1	1	1	0	1	1
UPI00005CFACD	6	1	0	1	1	1	1	1
UPI00005CFA82	6	1	1	1	1	0	1	1
UPI00005CF9FB	6	1	0	1	1	1	1	1
UPI00005CF813	6	1	1	1	1	0	1	1
UPI00005CF7B0	6	1	0	1	1	1	1	1
UPI00005CF7AA	6	1	1	1	1	0	1	1
UPI00005CF6D4	6	1	1	1	1	0	1	1
UPI00005CF6B5	6	1	1	1	1	0	1	1
UPI00005CF69E	6	1	1	1	1	1	0	1
UPI00005CF699	6	1	1	1	1	1	0	1
UPI0000319E8D	6	1	1	1	0	1	1	1
UPI00002DE347	6	1	0	1	1	1	1	1
UPI0000129DCF	6	2	2	2	2	2	0	2
UPI00000E169D	6	1	0	1	1	1	1	1
UPI002862DF13	5	0	1	1	1	1	1	0
UPI0021BF9226	5	0	1	1	1	1	1	0
UPI0021BF7E80	5	0	1	1	1	1	1	0
UPI0018E78349	5	1	0	1	1	0	1	1
UPI000FE22E2A	5	1	1	1	0	1	0	1
UPI000FE214C2	5	1	0	1	1	0	1	1
UPI000D22B246	5	1	1	1	0	1	0	1
UPI000D22A100	5	1	1	1	0	1	0	1
UPI000D21FE5A	5	1	1	1	0	0	1	1
UPI000D21AF4A	5	1	1	1	1	0	0	1
UPI000D2111D4	5	0	2	1	1	0	1	1
UPI000D1FEB9B	5	1	1	1	0	0	1	1
UPI000AA769D5	5	1	1	1	0	0	1	1
UPI000A5A13A5	5	1	1	1	0	0	1	1
UPI0009EE77D2	5	1	0	1	1	1	0	1
UPI0009ED57BE	5	1	1	1	0	1	0	1
UPI00077CD9B6	5	1	0	1	0	1	1	1
UPI00077CD70B	5	0	1	1	1	1	1	0
UPI00077CCFA0	5	1	0	0	1	1	1	1
UPI00077CA2B8	5	2	2	1	0	2	0	2
UPI00077C9E67	5	0	1	1	1	1	1	0
UPI00077C9E59	5	1	1	0	0	1	1	1
UPI00077C82A9	5	1	1	1	0	1	0	1
UPI00077C22D6	5	1	1	0	1	0	1	1
UPI000755EFDD	5	1	1	2	0	0	1	1
UPI00059DB49C	5	1	1	1	0	1	0	1
UPI00059DAC3A	5	0	1	1	1	1	1	0
UPI00046B038E	5	1	1	1	0	0	1	1
UPI00046AD1C0	5	1	1	1	0	1	0	1
UPI00046ACEB5	5	1	1	1	1	0	0	1
UPI00046ABA43	5	1	1	1	1	0	0	1
UPI00046AB8D2	5	1	1	1	0	1	0	1
UPI00046A798B	5	1	0	1	1	1	0	1
UPI00046A73DD	5	1	1	0	0	1	1	1
UPI00046A487F	5	1	1	1	0	0	1	1
UPI00046A37AA	5	1	1	1	0	0	1	1
UPI000469DA2D	5	1	1	0	0	1	1	1
UPI0004696F28	5	1	1	1	1	0	0	1
UPI0004693616	5	1	1	0	0	1	1	1
UPI000469359D	5	1	1	0	1	0	1	1
UPI000468F31A	5	0	1	1	1	1	1	0
UPI000468EA8B	5	1	1	1	0	1	0	1
UPI000468965B	5	1	1	1	0	0	1	1
UPI00046893D7	5	1	1	2	3	0	0	1
UPI0004687F57	5	0	1	1	1	1	1	0
UPI00046824D9	5	1	1	1	0	1	0	1
UPI0004681C6E	5	0	1	1	1	1	1	0
UPI0003248507	5	0	1	1	1	1	1	0
UPI00015025D2	5	0	1	1	1	1	1	0
UPI000150257E	5	1	0	1	1	1	0	1
UPI0000F0C5A6	5	1	1	0	0	1	1	1
UPI0000F0C59F	5	1	1	0	0	1	1	1
UPI0000F0C599	5	1	1	0	0	1	1	1
UPI0000F0C204	5	1	1	1	0	0	1	1
UPI0000F0B566	5	1	1	1	0	1	0	1
UPI0000ECFB2A	5	1	1	1	0	1	0	1
UPI0000ECFAFB	5	1	0	1	1	0	1	1
UPI0000ECFAEF	5	1	0	1	1	0	1	1
UPI00005FDC8B	5	0	1	1	1	1	1	0
UPI00005FDBE7	5	1	1	0	0	1	1	1
UPI00005FC66F	5	0	1	1	1	1	1	0
UPI00005D14E7	5	0	1	1	1	1	1	0
UPI00005D1433	5	1	1	1	2	0	0	1
UPI00005D10A1	5	0	1	1	1	1	1	0
UPI00005D0DF2	5	0	1	1	1	1	1	0
UPI00005D0DB4	5	0	1	1	1	1	1	0
UPI00005D0CCF	5	0	1	1	1	1	1	0
UPI00005D0A8B	5	1	1	1	1	0	0	1
UPI00005D09FA	5	1	0	1	1	0	1	1
UPI00005D093A	5	0	1	1	1	1	1	0
UPI00005D08CE	5	0	1	1	1	1	1	0
UPI00005D02F6	5	0	1	1	1	1	1	0
UPI00005D0225	5	0	1	1	1	1	1	0
UPI00005D01EF	5	0	1	1	1	1	1	0
UPI00005CFFAC	5	1	1	1	1	0	0	1
UPI00005CFDAE	5	0	1	1	1	1	1	0
UPI00005CFD99	5	0	1	1	1	1	1	0
UPI00005CFD6E	5	0	1	1	1	1	1	0
UPI00005CFD10	5	0	1	1	1	1	1	0
UPI00005CFBEB	5	0	1	1	1	1	1	0
UPI00005CFA7E	5	0	1	1	1	1	1	0
UPI00005CFA49	5	0	1	1	1	1	1	0
UPI00005CFA0F	5	0	1	1	1	1	1	0
UPI00005CF8CA	5	0	1	1	1	1	1	0
UPI00005CF7A7	5	0	1	1	1	1	1	0
UPI00005CF709	5	0	1	1	1	1	1	0
UPI00000E16B7	5	1	0	1	1	1	0	1
UPI00000E15CD	5	1	0	1	1	1	0	1
UPI00197E278E	4	1	1	1	0	0	0	1
UPI0018E8EABE	4	1	1	0	0	0	1	1
UPI00188C1A6A	4	1	0	1	1	0	0	1
UPI000FE26A92	4	1	1	1	0	0	0	1
UPI000D22281F	4	1	1	1	0	0	0	1
UPI000D21FE80	4	1	1	1	0	0	0	1
UPI000D21B74F	4	1	1	1	0	0	0	1
UPI000D217263	4	1	1	1	0	0	0	1
UPI000D20D89B	4	1	1	1	0	0	0	1
UPI000D1FF654	4	1	1	0	1	0	0	1
UPI000AF7915D	4	1	1	1	0	0	0	1
UPI0009D6FF0B	4	1	0	1	1	0	0	1
UPI00077CD975	4	1	0	1	1	0	0	1
UPI00077CCD01	4	1	1	1	0	0	0	1
UPI00077CCAE1	4	1	1	1	0	0	0	1
UPI00077CB480	4	1	1	0	0	1	0	1
UPI00077CAE67	4	1	1	1	0	0	0	1
UPI00077CADE4	4	1	0	0	0	1	1	1
UPI00077C95E4	4	1	1	1	0	0	0	1
UPI00077C919D	4	1	1	1	0	0	0	1
UPI00077C8D61	4	1	1	1	0	0	0	1
UPI00077C86DC	4	1	1	1	0	0	0	1
UPI00077C64AC	4	1	1	1	0	0	0	1
UPI00077C6368	4	1	1	1	0	0	0	1
UPI00077C58BF	4	1	1	0	0	0	1	1
UPI00077C55B6	4	1	1	0	0	0	1	1
UPI00077C439A	4	1	1	1	0	0	0	1
UPI00077C4207	4	1	1	1	0	0	0	1
UPI00077C2547	4	1	1	1	0	0	0	1
UPI00077C1D91	4	0	1	1	1	0	1	0
UPI00059D9873	4	0	0	1	1	1	1	0
UPI00046B0101	4	1	1	1	0	0	0	1
UPI00046AFB91	4	1	1	0	0	0	1	1
UPI00046AEFAA	4	1	1	1	0	0	0	1
UPI00046AE2A8	4	1	1	1	0	0	0	1
UPI00046ACBC8	4	1	1	0	0	1	0	1
UPI00046AC92B	4	1	1	1	0	0	0	1
UPI00046A9EFB	4	1	1	1	0	0	0	1
UPI00046A8F99	4	1	0	1	1	0	0	1
UPI00046A8F00	4	1	1	1	0	0	0	1
UPI00046A8808	4	1	1	0	0	0	1	1
UPI00046A7B45	4	1	1	1	0	0	0	1
UPI00046A4B91	4	1	0	1	0	1	0	1
UPI00046A47D5	4	1	1	1	0	0	0	1
UPI00046A26E8	4	1	1	1	0	0	0	1
UPI00046A1ED1	4	1	1	1	0	0	0	1
UPI00046A0FFB	4	1	1	0	1	0	0	1
UPI00046A018C	4	1	1	0	0	0	1	1
UPI000469FB31	4	1	1	0	0	1	0	1
UPI000469F305	4	1	1	0	0	1	0	1
UPI000469F1F5	4	1	1	0	0	0	1	1
UPI000469F02F	4	1	1	1	0	0	0	1
UPI000469C06F	4	1	1	0	0	1	0	1
UPI000469AA06	4	1	1	0	0	1	0	1
UPI000469A749	4	1	1	1	0	0	0	1
UPI00046996BB	4	1	1	1	0	0	0	1
UPI00046991FC	4	1	1	1	0	0	0	1
UPI0004698AC8	4	1	0	1	0	0	1	1
UPI000469777D	4	1	1	1	0	0	0	1
UPI0004694E5E	4	2	2	0	0	3	0	2
UPI00046924C2	4	1	1	1	0	0	0	1
UPI0004692082	4	1	1	1	0	0	0	1
UPI00046919B8	4	1	1	0	0	1	0	1
UPI00046900DD	4	1	1	1	0	0	0	1
UPI000468B6A5	4	1	1	0	1	0	0	1
UPI00046897F6	4	1	1	1	0	0	0	1
UPI00046891A2	4	1	1	1	0	0	0	1
UPI00046879BA	4	1	1	1	0	0	0	1
UPI000468591D	4	1	1	1	0	0	0	1
UPI00046848AF	4	1	1	1	0	0	0	1
UPI000468468F	4	1	1	1	0	0	0	1
UPI0004681F7C	4	1	1	1	0	0	0	1
UPI0004680111	4	1	1	1	0	0	0	1
UPI0003229C61	4	1	0	1	0	0	1	1
UPI0002EBA91F	4	0	1	1	0	1	1	0
UPI0001F5A891	4	0	0	1	1	1	1	0
UPI0001531378	4	1	1	0	0	1	0	1
UPI000150250C	4	0	0	1	1	1	1	0
UPI0000ECFB69	4	1	1	1	0	0	0	1
UPI00005FDC79	4	0	0	1	1	1	1	0
UPI00005FD506	4	1	1	1	0	0	0	1
UPI00005FC94A	4	1	1	1	0	0	0	1
UPI00005FC8A1	4	1	1	1	0	0	0	1
UPI00005D1287	4	0	0	1	1	1	1	0
UPI00005D127E	4	0	0	1	1	1	1	0
UPI00005D11B5	4	1	1	0	0	0	1	1
UPI00005D0FFC	4	0	1	0	1	1	1	0
UPI00005D0EE2	4	0	0	1	1	1	1	0
UPI00005D0B22	4	1	1	0	1	0	0	1
UPI00005D01FA	4	0	0	1	1	1	1	0
UPI00005CFFF6	4	0	0	1	1	1	1	0
UPI00005CFFE0	4	0	0	1	1	1	1	0
UPI00005CFF26	4	0	1	1	1	0	1	0
UPI00005CFC72	4	0	1	1	1	0	1	0
UPI00005CFAD7	4	0	1	1	1	0	1	0
UPI00005CF7A0	4	0	1	1	1	0	1	0
UPI00005CF71B	4	0	0	1	1	1	1	0
UPI00005CF6F9	4	0	0	1	1	6	1	0
UPI000025C915	4	1	0	1	1	0	0	1
UPI002863743A	3	0	1	1	0	0	1	0
UPI00286196F9	3	0	0	1	1	0	1	0
UPI0021C028BE	3	0	0	0	1	1	1	0
UPI0021BF1130	3	0	0	1	0	1	1	0
