PPid	species_name	UPID	isRP	clusters	in_fasta
pp33039	[Ruminococcus] torques	UP000008956	f	1873	64
pp33039	[Ruminococcus] torques	UP001056385	f	1289	35
pp33039	[Ruminococcus] torques	UP000437609	f	2518	30
pp33039	[Ruminococcus] torques	UP001464230	f	2371	8
pp33039	[Ruminococcus] torques	UP001305038	f	427	3
pp33039	[Ruminococcus] torques	UP000443524	f	2542	3
pp33039	[Ruminococcus] torques	UP000439738	f	2450	1
pp33039	[Ruminococcus] torques	UP001674355	f	2227	0
pp33039	[Ruminococcus] torques	UP000469709	f	2500	0
pp33039	[Ruminococcus] torques	UP000451225	f	2644	0
pp33043	Coprococcus eutactus	UP000003518	t	2934	2934
pp33043	Coprococcus eutactus	UP001644637	t	2686	2436
pp33043	Coprococcus eutactus	UP000660047	t	2858	1406
pp33043	Coprococcus eutactus	UP001644767	f	2655	380
pp33043	Coprococcus eutactus	UP001644688	f	2686	3
pp33046	Bartonella taylorii	UP000002648	t	1656	1656
pp33046	Bartonella taylorii	UP001056980	f	1578	233
pp33046	Bartonella taylorii	UP000189742	f	1332	43
pp33046	Bartonella taylorii	UP001055763	f	1499	30
pp33047	Bartonella vinsonii	UP000008948	t	1493	1493
pp33047	Bartonella vinsonii	UP000014011	f	1413	346
pp33047	Bartonella vinsonii	UP000002304	f	1461	113
pp33047	Bartonella vinsonii	UP000011726	f	1376	91
pp330485	Pleodorina starrii	UP001165080	t	14751	14751
pp330485	Pleodorina starrii	UP001165062	f	13907	1561
pp330485	Pleodorina starrii	UP001165067	f	14029	1355
pp33049	Phaeovulum veldkampii	UP000241899	t	3096	3096
pp33049	Phaeovulum veldkampii	UP000295571	f	3164	186
pp33049	Phaeovulum veldkampii	UP000823348	f	2971	43
pp33050	Sphingopyxis macrogoltabida	UP000076088	t	5326	5326
pp33050	Sphingopyxis macrogoltabida	UP000058074	f	4411	1123
pp33050	Sphingopyxis macrogoltabida	UP000062472	f	5369	178
pp33051	Sphingomonas sanguinis	UP000557656	t	4014	4014
pp33051	Sphingomonas sanguinis	UP001292182	t	3592	1649
pp33051	Sphingomonas sanguinis	UP000072867	f	3631	681
pp33051	Sphingomonas sanguinis	UP000825011	f	3843	516
pp33051	Sphingomonas sanguinis	UP000074072	f	3508	492
pp33051	Sphingomonas sanguinis	UP000074410	f	3464	440
pp33051	Sphingomonas sanguinis	UP000566206	f	3643	85
pp33052	Sphingopyxis terrae	UP000194469	t	3394	3394
pp33052	Sphingopyxis terrae	UP000076234	f	3625	855
pp33052	Sphingopyxis terrae	UP000693651	f	3656	502
pp33052	Sphingopyxis terrae	UP001283827	f	3270	383
pp33052	Sphingopyxis terrae	UP000218311	f	3365	51
pp33053	Neisseria perflava	UP000234781	t	2099	2099
pp33053	Neisseria perflava	UP001446206	f	2157	351
pp33053	Neisseria perflava	UP000234648	f	2110	55
pp33059	Acidithiobacillus caldus	UP000005522	t	2760	2760
pp33059	Acidithiobacillus caldus	UP000006135	t	2957	694
pp33059	Acidithiobacillus caldus	UP000175616	f	2789	388
pp33059	Acidithiobacillus caldus	UP000713581	f	2525	232
pp33059	Acidithiobacillus caldus	UP000078411	f	2462	76
pp33059	Acidithiobacillus caldus	UP001297041	f	2704	46
pp33059	Acidithiobacillus caldus	UP000175707	f	2111	34
pp33059	Acidithiobacillus caldus	UP000759240	f	2384	20
pp33059	Acidithiobacillus caldus	UP000810846	f	2375	18
pp33059	Acidithiobacillus caldus	UP000175587	f	2812	17
pp33059	Acidithiobacillus caldus	UP001297186	f	2752	8
pp33059	Acidithiobacillus caldus	UP000324795	f	2585	8
pp33059	Acidithiobacillus caldus	UP000175816	f	2803	2
pp33069	Pseudomonas viridiflava	UP001343600	t	5332	5332
pp33069	Pseudomonas viridiflava	UP000053048	t	4389	2076
pp33069	Pseudomonas viridiflava	UP000032096	f	5029	289
pp33069	Pseudomonas viridiflava	UP000305214	f	5125	278
pp33069	Pseudomonas viridiflava	UP000196842	f	5192	253
pp33069	Pseudomonas viridiflava	UP000094148	f	5078	206
pp33069	Pseudomonas viridiflava	UP000693854	f	5150	139
pp33069	Pseudomonas viridiflava	UP001333144	f	5275	138
pp33069	Pseudomonas viridiflava	UP000693778	f	5127	135
pp33069	Pseudomonas viridiflava	UP000006332	f	5148	135
pp33069	Pseudomonas viridiflava	UP000678921	f	5055	121
pp33069	Pseudomonas viridiflava	UP001309231	f	5297	118
pp33069	Pseudomonas viridiflava	UP000618726	f	5150	116
pp33069	Pseudomonas viridiflava	UP000224082	f	4605	97
pp33069	Pseudomonas viridiflava	UP000610838	f	5127	87
pp33069	Pseudomonas viridiflava	UP000693798	f	5101	68
pp33069	Pseudomonas viridiflava	UP001332414	f	5183	64
pp33069	Pseudomonas viridiflava	UP001207013	f	5205	61
pp33069	Pseudomonas viridiflava	UP000623225	f	5043	57
pp33069	Pseudomonas viridiflava	UP000657797	f	5031	48
pp33069	Pseudomonas viridiflava	UP000693863	f	5183	41
pp33069	Pseudomonas viridiflava	UP000308174	f	5113	36
pp33069	Pseudomonas viridiflava	UP000660309	f	5103	34
pp33069	Pseudomonas viridiflava	UP001749319	f	5086	32
pp33069	Pseudomonas viridiflava	UP000049942	f	5061	32
pp33069	Pseudomonas viridiflava	UP001357190	f	5157	31
pp33069	Pseudomonas viridiflava	UP000693861	f	5094	30
pp33069	Pseudomonas viridiflava	UP001358238	f	5199	22
pp33069	Pseudomonas viridiflava	UP001331832	f	5215	21
pp33069	Pseudomonas viridiflava	UP000217460	f	5078	18
pp33069	Pseudomonas viridiflava	UP001349059	f	5125	17
pp33069	Pseudomonas viridiflava	UP001337869	f	5077	17
pp33069	Pseudomonas viridiflava	UP001344715	f	5108	16
pp33069	Pseudomonas viridiflava	UP001331005	f	5104	15
pp33069	Pseudomonas viridiflava	UP001336754	f	5158	13
pp33069	Pseudomonas viridiflava	UP001335811	f	5143	13
pp33069	Pseudomonas viridiflava	UP001328132	f	5034	13
pp33069	Pseudomonas viridiflava	UP000636073	f	5146	13
pp33069	Pseudomonas viridiflava	UP001336751	f	5196	4
pp33069	Pseudomonas viridiflava	UP001313577	f	5300	4
pp33069	Pseudomonas viridiflava	UP000651040	f	5141	4
pp33069	Pseudomonas viridiflava	UP001357405	f	5119	3
pp33069	Pseudomonas viridiflava	UP000637379	f	5141	3
pp33069	Pseudomonas viridiflava	UP001358481	f	5183	2
pp33069	Pseudomonas viridiflava	UP001358428	f	5062	1
pp33069	Pseudomonas viridiflava	UP001352647	f	5089	1
pp33069	Pseudomonas viridiflava	UP001340784	f	5276	1
pp33069	Pseudomonas viridiflava	UP001311412	f	5325	1
pp33069	Pseudomonas viridiflava	UP001349338	f	5205	0
pp33069	Pseudomonas viridiflava	UP001347451	f	5299	0
pp33069	Pseudomonas viridiflava	UP001354509	f	5275	0
pp33069	Pseudomonas viridiflava	UP001352174	f	5203	0
pp33069	Pseudomonas viridiflava	UP001347152	f	5327	0
pp33069	Pseudomonas viridiflava	UP001330541	f	5327	0
pp33069	Pseudomonas viridiflava	UP000653281	f	5137	0
pp33069	Pseudomonas viridiflava	UP000077198	f	5125	0
pp33069	Pseudomonas viridiflava	UP001338258	f	5204	0
pp33069	Pseudomonas viridiflava	UP001358972	f	5204	0
pp33069	Pseudomonas viridiflava	UP001350533	f	5202	0
pp33069	Pseudomonas viridiflava	UP001340212	f	5296	0
pp33069	Pseudomonas viridiflava	UP001343971	f	5275	0
pp33069	Pseudomonas viridiflava	UP001344170	f	5274	0
pp33069	Pseudomonas viridiflava	UP001795648	f	5109	0
pp33178	Aspergillus terreus	UP000007963	f	10394	10394
pp33178	Aspergillus terreus	UP000452235	t	10117	2196
pp33178	Aspergillus terreus	UP000743454	f	10201	74
pp33203	Purpureocillium lilacinum	UP001056679	t	10454	10454
pp33203	Purpureocillium lilacinum	UP001287286	t	14189	6055
pp33203	Purpureocillium lilacinum	UP001638806	f	13970	4229
pp33203	Purpureocillium lilacinum	UP000078240	f	11669	2125
pp33203	Purpureocillium lilacinum	UP000245956	f	13072	2100
pp33203	Purpureocillium lilacinum	UP000078340	f	11660	976
pp33203	Purpureocillium lilacinum	UP001056142	f	10502	317
pp332055	Sphingobium indicum	UP000007753	t	4333	4333
pp332055	Sphingobium indicum	UP000013201	t	4651	4146
pp332055	Sphingobium indicum	UP000028135	f	3751	1116
pp332055	Sphingobium indicum	UP000004550	f	3564	584
pp332055	Sphingobium indicum	UP000292734	f	3846	434
pp332055	Sphingobium indicum	UP000547102	f	3934	79
pp332186	Shewanella xiamenensis	UP001159075	t	4512	4512
pp332186	Shewanella xiamenensis	UP000094602	f	4070	493
pp332186	Shewanella xiamenensis	UP001159034	f	3914	200
pp332186	Shewanella xiamenensis	UP001576693	f	4103	197
pp332186	Shewanella xiamenensis	UP000246016	f	3956	194
pp332186	Shewanella xiamenensis	UP000027719	f	3390	168
pp332186	Shewanella xiamenensis	UP001576721	f	4038	157
pp332186	Shewanella xiamenensis	UP000224911	f	3831	156
pp332186	Shewanella xiamenensis	UP001169227	f	3947	154
pp332186	Shewanella xiamenensis	UP000760383	f	4124	132
pp332186	Shewanella xiamenensis	UP001576714	f	4011	130
pp332186	Shewanella xiamenensis	UP001576698	f	4122	123
pp332186	Shewanella xiamenensis	UP001152518	f	3869	115
pp332186	Shewanella xiamenensis	UP001139441	f	3844	115
pp332186	Shewanella xiamenensis	UP001576676	f	3910	90
pp332186	Shewanella xiamenensis	UP001206601	f	4076	86
pp332186	Shewanella xiamenensis	UP001159111	f	3875	82
pp332186	Shewanella xiamenensis	UP001225409	f	4075	52
pp332186	Shewanella xiamenensis	UP001576722	f	4091	45
pp332186	Shewanella xiamenensis	UP001351513	f	3926	42
pp332186	Shewanella xiamenensis	UP001576619	f	3873	38
pp332186	Shewanella xiamenensis	UP001576720	f	4053	35
pp332186	Shewanella xiamenensis	UP001576677	f	3854	27
pp332186	Shewanella xiamenensis	UP001576695	f	3854	20
pp332186	Shewanella xiamenensis	UP001159054	f	3902	18
pp332186	Shewanella xiamenensis	UP001159056	f	3930	14
pp332186	Shewanella xiamenensis	UP001576765	f	3857	11
pp332186	Shewanella xiamenensis	UP001576723	f	3890	10
pp332186	Shewanella xiamenensis	UP001159062	f	3926	8
pp332186	Shewanella xiamenensis	UP001159015	f	3915	6
pp332186	Shewanella xiamenensis	UP001576769	f	3909	3
pp332186	Shewanella xiamenensis	UP001576744	f	3989	2
pp332186	Shewanella xiamenensis	UP001822712	f	4105	1
pp332186	Shewanella xiamenensis	UP001576749	f	4122	1
pp332186	Shewanella xiamenensis	UP001576745	f	4017	1
pp332186	Shewanella xiamenensis	UP001576709	f	4040	1
pp332186	Shewanella xiamenensis	UP001576706	f	4039	1
pp332186	Shewanella xiamenensis	UP001576740	f	3910	1
pp332186	Shewanella xiamenensis	UP001576724	f	4103	1
pp332186	Shewanella xiamenensis	UP001159041	f	3906	1
pp332186	Shewanella xiamenensis	UP001159114	f	3920	0
pp332186	Shewanella xiamenensis	UP001159097	f	3926	0
pp332186	Shewanella xiamenensis	UP001159077	f	3923	0
pp332186	Shewanella xiamenensis	UP001159083	f	3913	0
pp332186	Shewanella xiamenensis	UP001576697	f	4035	0
pp333965	Providencia vermicola	UP001057142	t	3713	3713
pp333965	Providencia vermicola	UP001795353	f	3954	2847
pp333965	Providencia vermicola	UP000467528	f	3884	527
pp3342712	Streptacidiphilus alkalitolerans	UP001592582	t	7335	7335
pp3342712	Streptacidiphilus alkalitolerans	UP001592530	f	7545	687
pp3342712	Streptacidiphilus alkalitolerans	UP001592529	t	7447	125
pp334542	Rhodococcus qingshengii	UP000831484	t	6615	6615
pp334542	Rhodococcus qingshengii	UP000053129	f	6709	881
pp334542	Rhodococcus qingshengii	UP000011739	f	5903	356
pp334542	Rhodococcus qingshengii	UP000593962	f	5970	345
pp334542	Rhodococcus qingshengii	UP001217325	f	6250	277
pp334542	Rhodococcus qingshengii	UP000683548	f	6137	215
pp334542	Rhodococcus qingshengii	UP000230886	f	5970	200
pp334542	Rhodococcus qingshengii	UP000593739	f	5797	180
pp334542	Rhodococcus qingshengii	UP001063875	f	6169	165
pp334542	Rhodococcus qingshengii	UP000236366	f	5827	156
pp334542	Rhodococcus qingshengii	UP001058780	f	5971	150
pp334542	Rhodococcus qingshengii	UP000192474	f	5796	148
pp334542	Rhodococcus qingshengii	UP001195358	f	6070	128
pp334542	Rhodococcus qingshengii	UP000324981	f	5908	123
pp334542	Rhodococcus qingshengii	UP000182683	f	6830	115
pp334542	Rhodococcus qingshengii	UP001066281	f	6096	105
pp334542	Rhodococcus qingshengii	UP000679034	f	5940	103
pp334542	Rhodococcus qingshengii	UP000671892	f	5736	62
pp334542	Rhodococcus qingshengii	UP001069670	f	6112	60
pp334542	Rhodococcus qingshengii	UP000594447	f	5613	59
pp334542	Rhodococcus qingshengii	UP001249326	f	5850	53
pp334542	Rhodococcus qingshengii	UP001205669	f	6088	45
pp334542	Rhodococcus qingshengii	UP000687738	f	5422	42
pp334542	Rhodococcus qingshengii	UP001199419	f	6048	35
pp334542	Rhodococcus qingshengii	UP001289060	f	6219	23
pp334542	Rhodococcus qingshengii	UP001064011	f	5703	18
pp334542	Rhodococcus qingshengii	UP001571487	f	6043	17
pp334542	Rhodococcus qingshengii	UP000076556	f	5641	15
pp334542	Rhodococcus qingshengii	UP001593941	f	5897	5
pp334542	Rhodococcus qingshengii	UP001304674	f	5721	3
pp334542	Rhodococcus qingshengii	UP001476865	f	5762	2
pp334542	Rhodococcus qingshengii	UP001359283	f	5682	2
pp334542	Rhodococcus qingshengii	UP001860992	f	5977	1
pp334542	Rhodococcus qingshengii	UP001670465	f	5578	1
pp334542	Rhodococcus qingshengii	UP001821088	f	5905	0
pp334542	Rhodococcus qingshengii	UP001656999	f	6159	0
pp334715	Salinivibrio proteolyticus	UP001164676	t	3240	3240
pp334715	Salinivibrio proteolyticus	UP000188968	f	3231	444
pp334715	Salinivibrio proteolyticus	UP000189524	f	3125	285
pp334852	Methylobacterium oryzae	UP000029492	t	6217	6217
pp334852	Methylobacterium oryzae	UP001355206	t	5878	2475
pp334852	Methylobacterium oryzae	UP001341662	f	4843	1178
pp334852	Methylobacterium oryzae	UP001309602	f	4790	423
pp334852	Methylobacterium oryzae	UP001310597	f	5068	133
pp335286	Brucella oryzae	UP000238493	t	4200	4200
pp335286	Brucella oryzae	UP000675625	f	4153	898
pp335286	Brucella oryzae	UP000754933	f	1810	615
pp335852	Apiospora arundinis	UP001390339	t	15582	15582
pp335852	Apiospora arundinis	UP001368258	f	16369	3296
pp335852	Apiospora arundinis	UP001377682	f	16017	2182
pp335852	Apiospora arundinis	UP001390452	f	15465	1587
pp335852	Apiospora arundinis	UP001450964	f	16096	1518
pp336203	Sphingobium fuliginis	UP000628109	t	4273	4273
pp336203	Sphingobium fuliginis	UP000221538	f	5113	1527
pp336203	Sphingobium fuliginis	UP000311469	f	4568	1226
pp336203	Sphingobium fuliginis	UP000593663	f	4492	571
pp336203	Sphingobium fuliginis	UP000291063	f	4164	50
pp33653	Cafeteria roenbergensis	UP000323011	t	8179	8179
pp33653	Cafeteria roenbergensis	UP000322899	f	8148	946
pp33653	Cafeteria roenbergensis	UP000324907	f	7718	932
pp33653	Cafeteria roenbergensis	UP000325113	f	7827	527
pp336810	Candidatus Karelsulcia muelleri	UP000002231	t	246	246
pp336810	Candidatus Karelsulcia muelleri	UP000055698	f	190	144
pp336810	Candidatus Karelsulcia muelleri	UP000214655	f	203	45
pp336810	Candidatus Karelsulcia muelleri	UP000265496	f	229	42
pp336810	Candidatus Karelsulcia muelleri	UP000031659	f	251	22
pp336810	Candidatus Karelsulcia muelleri	UP000515641	f	189	0
pp336988	Oenococcus kitaharae	UP000004959	t	1804	1804
pp336988	Oenococcus kitaharae	UP000175719	f	1692	72
pp336988	Oenococcus kitaharae	UP000175929	f	1674	6
pp336988	Oenococcus kitaharae	UP000175795	f	1643	2
pp337	Burkholderia glumae	UP001056386	t	5803	5803
pp337	Burkholderia glumae	UP000002187	f	5430	408
pp337	Burkholderia glumae	UP000242265	f	4999	242
pp337	Burkholderia glumae	UP000197337	f	5440	207
pp337	Burkholderia glumae	UP000671834	f	5571	200
pp337	Burkholderia glumae	UP000502053	f	5079	194
pp337	Burkholderia glumae	UP000502782	f	5172	106
pp337	Burkholderia glumae	UP000594892	f	5542	63
pp337	Burkholderia glumae	UP000326770	f	5330	54
pp337	Burkholderia glumae	UP000464045	f	5251	51
pp337	Burkholderia glumae	UP000030878	f	5146	49
pp337	Burkholderia glumae	UP001060183	f	5263	40
pp337	Burkholderia glumae	UP001060205	f	5319	20
pp337	Burkholderia glumae	UP000570634	f	5244	20
pp337	Burkholderia glumae	UP001060184	f	5460	12
pp337	Burkholderia glumae	UP001759227	f	5488	9
pp337	Burkholderia glumae	UP001060413	f	5478	6
pp337	Burkholderia glumae	UP000596020	f	5547	2
pp337	Burkholderia glumae	UP000032606	f	5584	2
pp337	Burkholderia glumae	UP000464264	f	5186	2
pp337	Burkholderia glumae	UP001759230	f	5152	0
pp337243	Halorubrum ezzemoulense	UP001210528	t	3906	3906
pp337243	Halorubrum ezzemoulense	UP001179606	f	3446	419
pp337243	Halorubrum ezzemoulense	UP000198297	f	3257	236
pp337243	Halorubrum ezzemoulense	UP000293073	f	3318	215
pp337243	Halorubrum ezzemoulense	UP000215607	f	2804	204
pp337243	Halorubrum ezzemoulense	UP001179609	f	3304	195
pp337243	Halorubrum ezzemoulense	UP000193587	f	3081	184
pp337243	Halorubrum ezzemoulense	UP001179615	f	3477	181
pp337243	Halorubrum ezzemoulense	UP001210711	f	3390	172
pp337243	Halorubrum ezzemoulense	UP000216409	f	3243	163
pp337243	Halorubrum ezzemoulense	UP001210332	f	3500	153
pp337243	Halorubrum ezzemoulense	UP001212732	f	3223	143
pp337243	Halorubrum ezzemoulense	UP000216758	f	3111	137
pp337243	Halorubrum ezzemoulense	UP000215731	f	2975	111
pp337243	Halorubrum ezzemoulense	UP001210877	f	3310	38
pp337243	Halorubrum ezzemoulense	UP001211825	f	3382	37
pp337243	Halorubrum ezzemoulense	UP001211273	f	3325	33
pp337243	Halorubrum ezzemoulense	UP001211130	f	3229	27
pp337243	Halorubrum ezzemoulense	UP001212157	f	3416	26
pp337243	Halorubrum ezzemoulense	UP000216925	f	2980	24
pp337243	Halorubrum ezzemoulense	UP001211862	f	3226	23
pp337243	Halorubrum ezzemoulense	UP001212161	f	3192	21
pp337243	Halorubrum ezzemoulense	UP001211671	f	3192	20
pp337243	Halorubrum ezzemoulense	UP001212866	f	3331	8
pp337243	Halorubrum ezzemoulense	UP001212630	f	3362	5
pp337243	Halorubrum ezzemoulense	UP001179612	f	3445	5
pp337243	Halorubrum ezzemoulense	UP001210363	f	3446	3
pp337243	Halorubrum ezzemoulense	UP001212911	f	3344	2
pp337243	Halorubrum ezzemoulense	UP001211936	f	3386	2
pp337243	Halorubrum ezzemoulense	UP001211857	f	3304	1
pp337243	Halorubrum ezzemoulense	UP001211775	f	3457	1
pp337243	Halorubrum ezzemoulense	UP001211307	f	3352	1
pp337243	Halorubrum ezzemoulense	UP001210968	f	3478	1
pp337243	Halorubrum ezzemoulense	UP001210546	f	3305	1
pp337243	Halorubrum ezzemoulense	UP001212987	f	3445	0
pp337243	Halorubrum ezzemoulense	UP001213046	f	3198	0
pp337243	Halorubrum ezzemoulense	UP001212188	f	3385	0
pp337243	Halorubrum ezzemoulense	UP001210103	f	3303	0
pp337243	Halorubrum ezzemoulense	UP001213243	f	3442	0
pp337243	Halorubrum ezzemoulense	UP001212432	f	3378	0
pp337243	Halorubrum ezzemoulense	UP001212004	f	3455	0
pp337243	Halorubrum ezzemoulense	UP001211675	f	3448	0
pp337243	Halorubrum ezzemoulense	UP001211403	f	3442	0
pp337243	Halorubrum ezzemoulense	UP001806077	f	3415	0
pp3373370	Antrihabitans spumae	UP001609219	t	5989	5989
pp3373370	Antrihabitans spumae	UP001609175	f	5625	574
pp3373370	Antrihabitans spumae	UP001609176	f	5831	53
pp337701	Roseovarius pacificus	UP000183974	t	4396	4396
pp337701	Roseovarius pacificus	UP001854949	f	3677	599
pp337701	Roseovarius pacificus	UP000631186	f	4382	94
pp3380705	Xanthomonas protegens	UP001486626	t	4027	4027
pp3380705	Xanthomonas protegens	UP001625471	f	4028	2
pp3380705	Xanthomonas protegens	UP001625468	f	4026	2
pp3380705	Xanthomonas protegens	UP001625469	f	4027	0
pp3380705	Xanthomonas protegens	UP001625470	f	4023	0
pp3381777	Rodentibacter abscessus	UP001694473	t	2061	2061
pp3381777	Rodentibacter abscessus	UP001694474	f	2160	118
pp3381777	Rodentibacter abscessus	UP001694472	f	2047	14
pp338188	Bacteroides finegoldii	UP000440198	t	4384	4384
pp338188	Bacteroides finegoldii	UP000007995	f	3998	1509
pp338188	Bacteroides finegoldii	UP000003768	f	3916	717
pp338188	Bacteroides finegoldii	UP001161283	f	2957	257
pp338188	Bacteroides finegoldii	UP000431185	f	3992	36
pp338188	Bacteroides finegoldii	UP000343089	f	4015	19
pp338188	Bacteroides finegoldii	UP000448263	f	4017	11
pp338188	Bacteroides finegoldii	UP000421791	f	4188	11
pp338188	Bacteroides finegoldii	UP001321466	f	3739	9
pp338188	Bacteroides finegoldii	UP000460615	f	4004	7
pp338188	Bacteroides finegoldii	UP000354168	f	4173	3
pp338188	Bacteroides finegoldii	UP000424054	f	3991	2
pp338188	Bacteroides finegoldii	UP001684427	f	3631	1
pp338188	Bacteroides finegoldii	UP000363320	f	4002	1
pp338188	Bacteroides finegoldii	UP000404979	f	4130	0
pp338188	Bacteroides finegoldii	UP001665073	f	3965	0
pp33881	Curtobacterium luteum	UP000746584	t	3392	3392
pp33881	Curtobacterium luteum	UP000078252	f	3098	1126
pp33881	Curtobacterium luteum	UP000525275	f	3263	26
pp33884	Microbacterium imperiale	UP001142317	t	2951	2951
pp33884	Microbacterium imperiale	UP001251887	f	2988	158
pp33884	Microbacterium imperiale	UP001519347	f	3037	35
pp3388432	Melissospora conviva	UP001752637	f	4171	3958
pp3388432	Melissospora conviva	UP001767485	f	4318	410
pp3388432	Melissospora conviva	UP001767483	f	4136	408
pp3388432	Melissospora conviva	UP001767487	f	4292	195
pp3388432	Melissospora conviva	UP001767486	f	4188	190
pp33885	Microbacterium lacticum	UP000319804	t	2693	2693
pp33885	Microbacterium lacticum	UP001725036	f	3092	919
pp33885	Microbacterium lacticum	UP000319156	f	2723	181
pp33887	Rathayibacter rathayi	UP000239698	t	3075	3075
pp33887	Rathayibacter rathayi	UP000219455	f	3045	220
pp33887	Rathayibacter rathayi	UP000238587	f	3024	122
pp33887	Rathayibacter rathayi	UP000237726	f	2843	74
pp33887	Rathayibacter rathayi	UP000238894	f	2813	55
pp33887	Rathayibacter rathayi	UP000237881	f	2802	39
pp33887	Rathayibacter rathayi	UP000238165	f	2912	28
pp33887	Rathayibacter rathayi	UP000238214	f	2787	20
pp33887	Rathayibacter rathayi	UP000238705	f	2915	14
pp33887	Rathayibacter rathayi	UP000285766	f	2760	13
pp33887	Rathayibacter rathayi	UP000237895	f	2868	10
pp33887	Rathayibacter rathayi	UP000238670	f	3042	9
pp33887	Rathayibacter rathayi	UP000238276	f	2787	4
pp33887	Rathayibacter rathayi	UP000320737	f	2895	3
pp33887	Rathayibacter rathayi	UP000239897	f	2701	2
pp33887	Rathayibacter rathayi	UP000239500	f	3040	2
pp33887	Rathayibacter rathayi	UP000238972	f	2973	2
pp33887	Rathayibacter rathayi	UP000239674	f	3028	1
pp33887	Rathayibacter rathayi	UP000239544	f	3007	1
pp33887	Rathayibacter rathayi	UP000239152	f	2910	1
pp33887	Rathayibacter rathayi	UP000238912	f	2860	1
pp33887	Rathayibacter rathayi	UP000238545	f	2786	1
pp33887	Rathayibacter rathayi	UP000240018	f	3029	0
pp33887	Rathayibacter rathayi	UP000239509	f	3050	0
pp33887	Rathayibacter rathayi	UP000239932	f	3040	0
pp33887	Rathayibacter rathayi	UP000239908	f	2932	0
pp33887	Rathayibacter rathayi	UP000433298	f	2937	0
pp33888	Rathayibacter tritici	UP000077071	t	2745	2745
pp33888	Rathayibacter tritici	UP000238212	f	2872	352
pp33888	Rathayibacter tritici	UP000239776	f	2882	128
pp33888	Rathayibacter tritici	UP000237981	f	2875	60
pp33888	Rathayibacter tritici	UP000237586	f	2882	12
pp33888	Rathayibacter tritici	UP000237951	f	2865	3
pp33889	Brevibacterium casei	UP000009879	t	3212	3212
pp33889	Brevibacterium casei	UP000595374	t	3309	2112
pp33889	Brevibacterium casei	UP000234333	f	3371	223
pp33889	Brevibacterium casei	UP000076612	f	3152	183
pp33889	Brevibacterium casei	UP000216867	f	3163	146
pp33889	Brevibacterium casei	UP000594979	f	3321	108
pp33889	Brevibacterium casei	UP000827018	f	2693	94
pp33889	Brevibacterium casei	UP000595055	f	3392	69
pp33889	Brevibacterium casei	UP001159226	f	3234	55
pp33889	Brevibacterium casei	UP000596160	f	3125	36
pp33889	Brevibacterium casei	UP001817732	f	3186	14
pp33889	Brevibacterium casei	UP001889518	f	897	11
pp33889	Brevibacterium casei	UP001844032	f	3346	2
pp33889	Brevibacterium casei	UP000595057	f	3392	1
pp33889	Brevibacterium casei	UP001911994	f	3151	0
pp33898	Streptomyces galbus	UP000744032	t	6488	6488
pp33898	Streptomyces galbus	UP000308632	f	6766	1023
pp33898	Streptomyces galbus	UP001816080	f	6626	200
pp33899	Streptomyces galilaeus	UP001631993	t	9442	9442
pp33899	Streptomyces galilaeus	UP001799428	f	9287	7916
pp33899	Streptomyces galilaeus	UP001632011	f	8897	1660
pp33899	Streptomyces galilaeus	UP001632081	f	8481	993
pp33899	Streptomyces galilaeus	UP000325988	f	6681	441
pp33899	Streptomyces galilaeus	UP001631937	f	8221	372
pp33899	Streptomyces galilaeus	UP001631990	f	8875	285
pp33899	Streptomyces galilaeus	UP001632013	f	8962	215
pp33899	Streptomyces galilaeus	UP001632080	f	8987	128
pp33899	Streptomyces galilaeus	UP001632016	f	8682	57
pp339	Xanthomonas campestris	UP000001010	t	4077	4077
pp339	Xanthomonas campestris	UP000503498	f	3710	1439
pp339	Xanthomonas campestris	UP000001188	t	4346	609
pp339	Xanthomonas campestris	UP001297361	f	4273	286
pp339	Xanthomonas campestris	UP000032043	f	3971	261
pp339	Xanthomonas campestris	UP000257853	f	4050	252
pp339	Xanthomonas campestris	UP000283991	f	4121	239
pp339	Xanthomonas campestris	UP000258103	f	4100	238
pp339	Xanthomonas campestris	UP000001633	f	4007	214
pp339	Xanthomonas campestris	UP001215095	f	4146	191
pp339	Xanthomonas campestris	UP000509324	f	4006	177
pp339	Xanthomonas campestris	UP001138903	f	2727	176
pp339	Xanthomonas campestris	UP000237202	f	4087	176
pp339	Xanthomonas campestris	UP001149195	f	4190	170
pp339	Xanthomonas campestris	UP001301549	f	4175	147
pp339	Xanthomonas campestris	UP000258392	f	4121	144
pp339	Xanthomonas campestris	UP001214693	f	4095	122
pp339	Xanthomonas campestris	UP000260593	f	4015	122
pp339	Xanthomonas campestris	UP000516586	f	4083	121
pp339	Xanthomonas campestris	UP001302933	f	4108	103
pp339	Xanthomonas campestris	UP000231988	f	4168	98
pp339	Xanthomonas campestris	UP000259654	f	4086	95
pp339	Xanthomonas campestris	UP000625085	f	3539	94
pp339	Xanthomonas campestris	UP001302786	f	4057	92
pp339	Xanthomonas campestris	UP001149189	f	4115	88
pp339	Xanthomonas campestris	UP001271198	f	4057	86
pp339	Xanthomonas campestris	UP001303666	f	4165	85
pp339	Xanthomonas campestris	UP001176069	f	4281	85
pp339	Xanthomonas campestris	UP001430778	f	4281	82
pp339	Xanthomonas campestris	UP001216773	f	4094	78
pp339	Xanthomonas campestris	UP001430297	f	4171	77
